Time,Var2,Var3,Var4,Var5,Var6,Var7,LABEL
0.5511,-6344.847747,-13197.39847,19539.59618,-3.753789175,-8.091534621,12.62647475,0
0.55115,-5987.834422,-13473.798,19460.82686,-3.527587219,-8.268384491,12.5769787,0
0.5512,-5627.932209,-13750.91643,19376.43283,-3.300046285,-8.442215455,12.52310238,0
0.55125,-5266.778543,-14018.22324,19283.92303,-3.071249547,-8.612908128,12.46485863,0
0.5513,-4903.03671,-14284.78582,19185.71386,-2.84127725,-8.780465919,12.40227436,0
0.55135,-4538.236087,-14542.8046,19079.63188,-2.610215314,-8.944752349,12.33536188,0
0.5514,-4171.193368,-14798.27912,18967.71051,-2.378142226,-9.105790412,12.2641554,0
0.55145,-3803.240418,-15046.76319,18848.24326,-2.145146888,-9.263433189,12.18866676,0
0.5515,-3433.443176,-15290.70334,18722.73433,-1.911305535,-9.417716438,12.10893734,0
0.55155,-3062.835103,-15529.34579,18590.08413,-1.676710093,-9.568490435,12.02497889,0
0.5516,-2690.834103,-15761.39792,18451.13691,-1.441434315,-9.715796106,11.9368394,0
0.55165,-2318.072797,-15989.82906,18305.5179,-1.205572929,-9.859488906,11.84453118,0
0.5517,-1944.419362,-16209.73234,18153.30941,-0.969197313,-9.999607206,11.74810796,0
0.55175,-1570.013941,-16427.52372,17994.944,-0.73240446,-10.13601931,11.64758358,0
0.5518,-1195.255877,-16635.10389,17829.68173,-0.495263841,-10.26875383,11.54301624,0
0.55185,-819.7252185,-16841.77837,17658.79747,-0.257873868,-10.39769864,11.43442251,0
0.5519,-444.4029739,-17036.93578,17480.72156,-0.020302926,-10.52286648,11.32186349,0
0.55195,-68.27781216,-17231.98274,17297.54888,0.217350266,-10.64417004,11.20535993,0
0.552,307.0787121,-17414.67578,17106.93306,0.4550173,-10.76160163,11.08497406,0
0.55205,683.2545518,-17597.57017,16911.70413,0.692600453,-10.87510215,10.96073228,0
0.5521,1058.128166,-17767.79564,16708.85542,0.930029996,-10.98464088,10.83269613,0
0.55215,1433.797695,-17938.01928,16501.80451,1.16721058,-11.09018814,10.70089907,0
0.5522,1807.684812,-18095.79124,16287.06139,1.404069811,-11.19168974,10.56540031,0
0.55225,2182.279165,-18252.85473,16068.42658,1.640516038,-11.28914445,10.42624156,0
0.5523,2554.6893,-18398.18371,15842.15568,1.87647296,-11.38247627,10.28347828,0
0.55235,2927.630414,-18541.64701,15612.18204,2.111853772,-11.47170943,10.13716131,0
0.5524,3298.084347,-18674.52124,15374.77352,2.346577274,-11.55674976,9.98734138,0
0.55245,3668.788917,-18804.01155,15133.71739,2.580562349,-11.63764214,9.83407887,0
0.5525,4036.815688,-18924.3816,14885.57931,2.813722296,-11.71427952,9.677419339,0
0.55255,4404.70015,-19039.60704,14633.71337,3.045982132,-11.78672126,9.517432583,0
0.5526,4769.833214,-19147.37524,14375.26549,3.277249535,-11.85485399,9.354159134,0
0.55265,5134.319382,-19248.13341,14112.88413,3.507455639,-11.91874447,9.187677517,0
0.5527,5496.092319,-19343.14865,13844.55156,3.736502928,-11.97828023,9.018024002,0
0.55275,5856.613242,-19429.32934,13571.97604,3.964328146,-12.0335281,8.845284582,0
0.5528,6214.555485,-19511.38781,13294.18339,4.190829554,-12.08438383,8.669492614,0
0.55285,6570.561047,-19582.96993,13011.76633,4.415948539,-12.13090726,8.490739798,0
0.5529,6924.194075,-19651.8215,12724.93267,4.639580611,-12.1730092,8.309058417,0
0.55295,7275.155894,-19708.86431,12433.06137,4.86167042,-12.21073633,8.124543723,0
0.553,7623.990336,-19764.22425,12137.59657,5.082112617,-12.24402034,7.937229124,0
0.55305,7969.405547,-19806.85381,11836.69477,5.300853426,-12.27288988,7.747211024,0
0.5531,8312.93954,-19848.4187,11532.99745,5.517788811,-12.29730184,7.554526354,0
0.55315,8652.333153,-19876.81058,11223.52536,5.732864713,-12.31726379,7.359270193,0
0.5532,8990.052221,-19904.27721,10911.98266,5.945980701,-12.3327603,7.161485406,0
0.55325,9322.977843,-19918.63685,10594.43504,6.157080551,-12.3437767,6.961263388,0
0.5533,9654.356442,-19931.72263,10275.42431,6.366069682,-12.35032577,6.758655153,0
0.55335,9980.395279,-19932.265,9950.326646,6.572887975,-12.35237157,6.553746357,0
0.5534,10304.90002,-19930.7282,9624.218866,6.777448703,-12.34995349,6.346598003,0
0.55345,10623.65821,-19917.6584,9292.121889,6.979686436,-12.34301727,6.137288425,0
0.5535,10940.75265,-19901.31655,8959.286694,7.179523907,-12.33162547,5.925889899,0
0.55355,11251.8571,-19874.81284,8620.759396,7.376889414,-12.31571019,5.712472466,0
0.5536,11561.00785,-19843.55787,8281.571277,7.571716204,-12.29535207,5.49712027,0
0.55365,11864.10085,-19803.7587,7937.192936,7.763925929,-12.27047562,5.279894808,0
0.5537,12164.7847,-19757.56747,7592.038195,7.953462737,-12.2411733,5.060891892,0
0.55375,12459.51777,-19704.56341,7242.389868,8.140241918,-12.2073689,4.840164993,0
0.5538,12751.22927,-19643.50285,6891.673797,8.324218176,-12.1691598,4.617820565,0
0.55385,13037.25667,-19577.33416,6537.329837,8.505301419,-12.12647619,4.393905335,0
0.5539,13319.51578,-19501.56051,6181.483529,8.683455803,-12.07941336,4.168534569,0
0.55395,13596.48824,-19422.22063,5823.003741,8.858587488,-12.02791469,3.941750242,0
0.554,13868.84739,-19331.97281,5462.489939,9.030668266,-11.97206686,3.713673873,0
0.55405,14136.40669,-19239.41732,5100.412966,9.199602784,-11.91183235,3.484345278,0
0.5541,14398.45667,-19135.00502,4735.730379,9.365368045,-11.84728372,3.253889102,0
0.55415,14656.23154,-19029.16546,4370.568868,9.527869893,-11.77840702,3.022346011,0
0.5542,14907.6058,-18910.95304,4002.25444,9.687087694,-11.70525677,2.789840276,0
0.55425,15155.20977,-18791.75419,3634.49246,9.842931485,-11.62784531,2.556416631,0
0.5543,15395.58648,-18660.14159,3263.121182,9.995379933,-11.54620694,2.322195354,0
0.55435,15632.61797,-18527.52091,2893.214231,10.14435033,-11.46038105,2.087228408,0
0.5544,15861.71968,-18382.92341,2519.396255,10.28981762,-11.37038154,1.851628615,0
0.55445,16087.76467,-18236.8507,2147.774022,10.43170922,-11.27627356,1.615458009,0
0.5545,16305.35531,-18079.67912,1772.149006,10.56999361,-11.1780524,1.378818948,0
0.55455,16519.99258,-17920.17481,1399.220845,10.70461073,-11.07580574,1.141785781,0
0.5546,16725.87183,-17750.81802,1022.449701,10.83552047,-10.96951383,0.904448125,0
0.55465,16928.68064,-17577.9683,648.612538,10.96267695,-10.85928206,0.666894051,0
0.5547,17122.67608,-17396.7795,271.3669795,11.08603012,-10.74508063,0.429199125,0
0.55475,17313.24588,-17210.74714,-102.9848723,11.20554913,-10.62702664,0.191465502,0
0.5548,17495.20338,-17018.03496,-480.0343426,11.32117364,-10.50508621,-0.046245468,0
0.55485,17673.14484,-16819.0647,-854.4982094,11.43288756,-10.37938156,-0.283818356,0
0.5549,17842.9179,-16615.08997,-1230.695012,11.54062115,-10.24988109,-0.521204963,0
0.55495,18007.87449,-16403.50821,-1604.848671,11.6443717,-10.11670551,-0.758278598,0
0.555,18165.31367,-16188.48646,-1979.562556,11.74406206,-9.979831742,-0.995001927,0
0.55505,18316.97264,-15964.69522,-2352.953888,11.83970047,-9.83937288,-1.231240141,0
0.5551,18461.91586,-15738.80455,-2725.591936,11.93120545,-9.695319874,-1.466963389,0
0.55515,18600.01773,-15503.27046,-3097.730525,12.01859284,-9.547773165,-1.702032827,0
0.5552,18732.28275,-15266.66386,-3467.745672,12.10178077,-9.396742097,-1.936421845,0
0.55525,18856.6281,-15019.90327,-3838.097359,12.18078865,-9.242310856,-2.169992302,0
0.5553,18976.00789,-14772.72409,-4204.993498,12.25553869,-9.084510026,-2.402716057,0
0.55535,19086.46075,-14515.28569,-4572.97875,12.32604948,-8.923405651,-2.634460682,0
0.5554,19192.72274,-14257.68472,-4936.311698,12.39225201,-8.759050694,-2.865191627,0
0.55545,19289.20983,-13990.1314,-5301.308315,12.4541597,-8.591492973,-3.094787019,0
0.5555,19382.09928,-13722.2838,-5660.682296,12.51171672,-8.420807233,-3.323201366,0
0.55555,19464.60494,-13445.17539,-6022.032633,12.56492748,-8.247024708,-3.550327581,0
0.5556,19543.85258,-13167.296,-6377.09232,12.61375305,-8.070239739,-3.776105507,0
0.55565,19612.40961,-12881.17433,-6734.114748,12.65818588,-7.890470103,-4.000446031,0
0.5557,19677.74304,-12593.52981,-7084.533375,12.69820659,-7.707826227,-4.223271845,0
0.55575,19732.42002,-12298.90744,-7436.537239,12.73379396,-7.522316683,-4.444513594,0
0.5558,19783.5781,-12001.82434,-7782.001736,12.76494932,-7.33406353,-4.664075869,0
0.55585,19824.46422,-11699.17761,-8128.304658,12.79163761,-7.14307106,-4.881909185,0
0.5559,19861.21318,-11393.04582,-8468.49913,12.81388043,-6.949468,-5.09790083,0
0.55595,19888.40205,-11082.81259,-8808.44517,12.83163027,-6.753259485,-5.312019541,0
0.556,19910.5518,-10768.08406,-9143.034335,12.84492689,-6.554575913,-5.524137881,0
0.55605,19924.12577,-10450.66591,-9476.011338,12.85371336,-6.353428112,-5.734239477,0
0.5561,19931.54481,-10127.84913,-9804.625644,12.85804388,-6.149943525,-5.94218638,0
0.55615,19931.56153,-9803.617487,-10130.08003,12.85785651,-5.944142852,-6.147972313,0
0.5562,19924.18876,-9473.268443,-10452.30413,12.8532149,-5.736146685,-6.351454346,0
0.55625,19910.67142,-9142.57356,-10769.75158,12.84405753,-5.525988791,-6.552630463,0
0.5563,19888.52354,-8805.284428,-11085.11755,12.83045169,-5.31377999,-6.751359145,0
0.55635,19861.45609,-8468.466036,-11394.14828,12.81234217,-5.099569148,-6.947636283,0
0.5564,19824.62948,-8124.8527,-11702.13471,12.78979384,-4.883455492,-7.141328439,0
0.55645,19783.95762,-7782.251162,-12002.41269,12.76276371,-4.665503791,-7.332423161,0
0.5565,19732.62435,-7432.940877,-12302.44992,12.73130838,-4.44580097,-7.520801401,0
0.55655,19678.26236,-7084.90761,-12593.70574,12.69540235,-4.224427341,-7.706436844,0
0.5566,19612.66026,-6730.527856,-12885.1873,12.65508907,-4.00145783,-7.88923015,0
0.55665,19544.50341,-6377.434107,-13167.20527,12.61036454,-3.776986933,-8.069136936,0
0.5567,19464.92112,-6018.603437,-13449.50448,12.56125559,-3.551078718,-8.246081341,0
0.55675,19382.86244,-5660.846772,-13722.1051,12.50778207,-3.323839739,-8.419998499,0
0.5568,19289.62065,-5298.168133,-13994.59556,12.44995257,-3.095324959,-8.590837821,0
0.55685,19193.57064,-4936.176347,-14257.61495,12.38781117,-2.865650363,-8.758513656,0
0.5569,19087.0014,-4570.232993,-14519.69301,12.32134862,-2.634863941,-8.923000274,0
0.55695,18976.90853,-4204.465503,-14772.96139,12.25063149,-2.403088247,-9.084193148,0
0.557,18857.33471,-3835.819281,-15024.06832,12.17563523,-2.17036659,-9.242088766,0
0.55705,18733.20479,-3466.766354,-15267.38989,12.09644517,-1.936825232,-9.396567742,0
0.5571,18600.92166,-3095.957907,-15507.03162,12.01302584,-1.702505067,-9.547644129,0
0.55715,18462.83384,-2724.138274,-15740.16779,11.92547592,-1.467533387,-9.695189471,0
0.5572,18318.09508,-2351.688543,-15967.93019,11.83375494,-1.231950801,-9.839229139,0
0.55725,18166.21266,-1977.646057,-16190.58823,11.73796836,-0.995883235,-9.97963264,0
0.5573,18009.22204,-1604.058433,-16406.14613,11.63807747,-0.759372948,-10.11642942,0
0.55735,17843.79694,-1228.358373,-16617.97455,11.5341874,-0.522542448,-10.24949453,0
0.5574,17674.70687,-854.120937,-16821.09362,11.42626823,-0.285437377,-10.37885397,0
0.55745,17496.07692,-477.3464674,-17021.68491,11.31441784,-0.048175093,-10.50439575,0
0.5575,17314.9941,-102.9339167,-17212.21599,11.19862169,0.189193836,-10.62613542,0
0.55755,17123.57337,274.3170483,-17401.11671,11.07896437,0.426558659,-10.74398047,0
0.5576,16930.57109,648.4419547,-17578.98317,10.95545211,0.66386249,-10.85793021,0
0.55765,16726.834,1025.559408,-17755.7105,10.82815171,0.901002417,-10.96791657,0
0.5577,16521.96987,1398.944811,-17920.88978,10.69709385,1.137913971,-11.07391863,0
0.55775,16306.43072,1775.309043,-18084.95292,10.56232506,1.374503127,-11.17589564,0
0.5578,16089.76794,2147.513062,-18237.45416,10.42390194,1.6106967,-11.2738047,0
0.55785,15862.95781,2522.497146,-18388.37849,10.28185054,1.846410423,-11.36763284,0
0.5579,15634.58794,2893.086648,-18528.21854,10.13625257,2.08156144,-11.45731593,0
0.55795,15397.03134,3266.059483,-18665.57014,9.987115665,2.316075887,-11.54286676,0
0.558,15157.0959,3634.60808,-18792.75047,9.83454355,2.549860562,-11.62420299,0
0.55805,14909.28963,4004.938431,-18916.15836,9.678529626,2.782852331,-11.70135895,0
0.5581,14657.99841,4371.023307,-19030.64531,9.519194547,3.014947381,-11.77423922,0
0.55815,14400.39477,4738.085158,-19139.8193,9.356523344,3.246093199,-11.84289352,0
0.5582,14138.03873,5101.282517,-19241.52972,9.190647066,3.476175666,-11.90722005,0
0.55825,13871.03483,5464.46183,-19336.27192,9.021549305,3.705152202,-11.9672766,0
0.5583,13597.99222,5824.34101,-19425.06578,8.849364178,3.932899416,-12.02296253,0
0.55835,13321.92655,6183.043675,-19505.2746,8.674081129,4.15938328,-12.0743359,0
0.5584,13038.66151,6539.16029,-19580.95532,8.495829983,4.384473,-12.12130488,0
0.55845,12753.81795,6892.820767,-19646.62169,8.314612936,4.608140962,-12.16392038,0
0.5585,12460.8717,7244.70953,-19708.94411,8.130548878,4.830251731,-12.2021064,0
0.55855,12167.4906,7592.799371,-19760.14032,7.943658541,5.050781205,-12.23590031,0
0.5586,11865.46617,7939.967504,-19808.82553,7.754044629,5.269592917,-12.26524762,0
0.55865,11563.76118,8282.002775,-19845.68782,7.561750491,5.486662727,-12.29016754,0
0.5587,11253.30317,8623.925053,-19880.44319,7.366859299,5.701857424,-12.31063085,0
0.55875,10943.48187,8959.471562,-19903.15026,7.169438974,5.915148834,-12.32663619,0
0.5588,10625.25346,9295.588043,-19923.69253,6.969552018,6.126411697,-12.33818107,0
0.55885,10307.53967,9624.263385,-19932.44194,6.767290567,6.33560967,-12.34524353,0
0.5589,9982.199209,9953.980723,-19938.52097,6.562697598,6.542630176,-12.34784701,0
0.55895,9656.854364,10275.45235,-19933.5062,6.35588684,6.747424804,-12.34595119,0
0.559,9325.033967,10598.14929,-19924.9269,6.146884995,6.949897976,-12.33960234,0
0.55905,8992.375374,10912.12823,-19906.31728,5.935822801,7.149985986,-12.32874621,0
0.5591,8654.663715,11227.16546,-19882.95736,5.722715646,7.347613682,-12.3134469,0
0.55915,8315.077636,11533.3957,-19850.88303,5.507705227,7.542699919,-12.29364215,0
0.5592,7972.008611,11840.12969,-19812.70501,5.290801726,7.735192075,-12.26940767,0
0.55925,7625.9569,12138.37391,-19767.24824,5.072150933,7.924990868,-12.24067998,0
0.5593,7278.005156,12436.17394,-19714.30439,4.851764407,8.112066625,-12.2075395,0
0.55935,6926.024772,12726.1966,-19655.49815,4.629785071,8.296302945,-12.16992862,0
0.5594,6573.608358,13014.46352,-19587.92818,4.406232216,8.47769161,-12.12792564,0
0.55945,6216.303933,13296.01306,-19515.76172,4.181239565,8.656101937,-12.08148529,0
0.5595,5859.793531,13574.19808,-19433.78366,3.954839602,8.831543731,-12.03067779,0
0.55955,5497.823889,13846.98986,-19348.21439,3.727151771,9.003876606,-11.97547552,0
0.5596,5137.557384,14114.61153,-19252.10979,3.498225778,9.173123172,-11.91593596,0
0.55965,4771.617563,14378.31361,-19153.07992,3.268163439,9.339139407,-11.85205286,0
0.5597,4407.918141,14634.97098,-19043.17518,3.0370339,9.501954086,-11.7838681,0
0.55975,4038.718912,14889.19453,-18930.63123,2.804920005,9.661426652,-11.71139847,0
0.5598,3671.914565,15134.5748,-18807.27707,2.571910575,9.817584529,-11.63466942,0
0.55985,3300.161648,15378.87066,-18681.18992,2.338070191,9.970298164,-11.55372041,0
0.5599,2930.603848,15612.75015,-18544.74141,2.103505652,10.11958592,-11.46856158,0
0.55995,2556.979003,15846.61241,-18405.12487,1.868265864,10.26533651,-11.3792528,0
0.56,2185.0585,16068.85024,-18255.92388,1.632472221,10.40755209,-11.28579175,0
0.56005,1810.204372,16291.72714,-18102.84966,1.396162056,10.54614593,-11.18825479,0
0.5601,1436.362441,16502.25177,-17941.21161,1.159466717,10.6810981,-11.0866314,0
0.56015,1060.872552,16713.56331,-17774.81944,0.922417051,10.81235106,-10.98100943,0
0.5602,685.6065926,16912.35283,-17601.02542,0.685149011,10.93985892,-10.87137515,0
0.56025,310.0212615,17111.51385,-17421.52733,0.447692437,11.06359565,-10.75782236,0
0.5603,-66.11565583,17298.57174,-17235.82217,0.210182417,11.18348802,-10.6403394,0
